assets/0/gameAbsolutePath,assets/0/fullAbsolutePath,region,regionRef,regions/0,regionRefs/0,attack,cost,health,description,descriptionRaw,levelupDescription,levelupDescriptionRaw,flavorText,artistName,name,cardCode,keywords/0,keywordRefs/0,spellSpeed,spellSpeedRef,rarity,rarityRef,subtype,supertype,type,collectible,set,associatedCardRefs/0,associatedCardRefs/1,subtypes/0,keywords/1,keywordRefs/1,associatedCardRefs/2,associatedCardRefs/3,associatedCardRefs/4,keywords/2,keywordRefs/2,regions/1,regionRefs/1,associatedCardRefs/5,associatedCardRefs/6,associatedCardRefs/7,associatedCardRefs/8,associatedCardRefs/9,associatedCardRefs/10
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042-full.png,Noxus,Noxus,Noxus,Noxus,3,3,2,"When I'm summoned, create a <link=keyword.Fleeting><sprite name=Fleeting><style=Keyword>Fleeting</style></link> <link=card.create><style=AssociatedCard>Blade's Edge</style></link> in hand.","When I'm summoned, create a Fleeting Blade's Edge in hand.","I've <link=vocab.Strike><style=Vocab>struck</style></link> once. When I level up, <link=keyword.Recall><style=Keyword>Recall</style></link> me.","I've struck once. When I level up, Recall me.","""Nothing like a little Demacian target practice to sharpen the senses...""",SIXMOREVODKA,Katarina,01NX042,Quick Attack,QuickStrike,,,Champion,Champion,,Champion,Unit,true,Set1,01NX043,01NX042T2,,,,01NX042T1,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042T2-full.png,Noxus,Noxus,Noxus,Noxus,4,4,3,"When I'm summoned, <link=vocab.Rally><style=Vocab>Rally</style></link>.
<link=vocab.Strike><style=Vocab>Strike</style></link>: <link=keyword.Recall><style=Keyword>Recall</style></link> me.","When I'm summoned, Rally.
Strike: Recall me.",,,"""No sir! Just a flash of red. Next thing I know, I look up and it... it was like a slaughterhouse in there."" - Demacian border guard",SIXMOREVODKA,Katarina,01NX042T2,Quick Attack,QuickStrike,,,None,None,,Champion,Unit,false,Set1,01NX042,01NX042T1,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX042T1-full.png,Noxus,Noxus,Noxus,Noxus,0,2,0,"Deal 1 to ALL battling units.
Create a <link=card.level1><style=AssociatedCard>Katarina</style></link> in your deck.","Deal 1 to ALL battling units.
Create a Katarina in your deck.",,,"""Dance with me!"" - Katarina",Rafael Zanchetin,Katarina's Death Lotus,01NX042T1,Fast,Fast,Fast,Fast,None,None,,Champion,Spell,false,Set1,01NX042,01NX042T2,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX051.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX051-full.png,Noxus,Noxus,Noxus,Noxus,8,8,8,"When I'm summoned, create 2 <link=card.create><style=AssociatedCard>Decimates</style></link> in hand.","When I'm summoned, create 2 Decimates in hand.",,,"Deep in Zaun's Sump, young Benn Farron was labeled a menace. Unstable. Unacceptable. In the ranks of Noxus he was embraced. Awarded. Unstoppable.",SIXMOREVODKA,Captain Farron,01NX051,Overwhelm,Overwhelm,,,EPIC,Epic,,,Unit,true,Set1,01NX002,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX012.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX012-full.png,Noxus,Noxus,Noxus,Noxus,3,1,2,,,,,"In Noxus, where soldiers are revered for their audacity on the battlefield, rearguard duty is nothing short of a punishment.",SIXMOREVODKA,Legion Rearguard,01NX012,Can't Block,CantBlock,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX043.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX043-full.png,Noxus,Noxus,Noxus,Noxus,0,1,0,Deal 1 to anything.,Deal 1 to anything.,,,"""In the right hands, a blade can cut through anything... and I do mean anything."" - Katarina",SIXMOREVODKA,Blade's Edge,01NX043,Fast,Fast,Fast,Fast,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX037.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX037-full.png,Noxus,Noxus,Noxus,Noxus,3,2,2,<link=keyword.Last Breath><sprite name=LastBreath><style=Keyword>Last Breath</style></link>: Deal 1 to the enemy Nexus.,Last Breath: Deal 1 to the enemy Nexus.,,,"Every Noxian is taught that a life spent in service to the empire is well spent, but few spend their lives as spectacularly as the Legion's grenadiers.",SIXMOREVODKA,Legion Grenadier,01NX037,Last Breath,LastBreath,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX010.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX010-full.png,Noxus,Noxus,Noxus,Noxus,4,5,4,"When I'm summoned, grant me +1|+1 for each unit you've <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stunned</style></link> or <link=keyword.Recall><style=Keyword>Recalled</style></link> this game. <style=Variable></style>","When I'm summoned, grant me +1|+1 for each unit you've Stunned or Recalled this game. ",,,"All Noxians know the three Principles of Strength, but if a soldier is to rise through the ranks, they must learn to master them.",SIXMOREVODKA,Legion General,01NX010,Fearsome,Fearsome,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX017.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX017-full.png,Noxus,Noxus,Noxus,Noxus,3,2,2,<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally <link=keyword.Quick Strike><sprite name=QuickStrike><style=Keyword>Quick Attack</style></link> this round.,Support: Give my supported ally Quick Attack this round.,,,The Legion spread the empire's reach with every beat of her drum. Nothing could stop them. Nothing did.,SIXMOREVODKA,Legion Drummer,01NX017,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX003.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX003-full.png,Noxus,Noxus,Noxus,Noxus,2,2,2,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: Discard your lowest cost card to draw 1.,Round Start: Discard your lowest cost card to draw 1.,,,"""...you bet on Shiraza as SOLE SURVIVOR, and that Ionian kid--sure he's missing an arm--but he ain't dead. Makes him a survivor, see? 'Course, you could always double down...""",SIXMOREVODKA,Arena Bookie,01NX003,,,,,RARE,Rare,YORDLE,,Unit,true,Set1,,,YORDLE,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX039.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX039-full.png,Noxus,Noxus,Noxus,Noxus,0,3,0,"When cast or discarded, grant all allies +1|+0.","When cast or discarded, grant all allies +1|+0.",,,"""Those who cannot see the future have no place in it."" - Jericho Swain",Kudos Productions,Vision,01NX039,Burst,Burst,Burst,Burst,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX041.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX041-full.png,Noxus,Noxus,Noxus,Noxus,6,5,5,,,,,"""I don't have the patience for a siege. Send the Shieldbreakers."" - Darius",SIXMOREVODKA,Trifarian Shieldbreaker,01NX041,Fearsome,Fearsome,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX036.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX036-full.png,Noxus,Noxus,Noxus,Noxus,6,6,6,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> the <link=keyword.Weakest><style=Keyword>weakest</style></link> enemy.,Round Start: Stun the weakest enemy.,,,"""I don't care who wronged you or what they did. You need me to make it right in the pit, you pay up front. There's no discount for sad stories.""",SIXMOREVODKA,Minotaur Reckoner,01NX036,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX044.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX044-full.png,Noxus,Noxus,Noxus,Noxus,0,6,12,<link=vocab.Attack><style=Vocab>Attack</style></link>: Grant me +4|+0.,Attack: Grant me +4|+0.,,,"""Sir, they're refusing to open their gates. They've demanded to speak with Darius, but he's two days' ride away. Should we send riders?""
""Oh, that won't be necessary.""",SIXMOREVODKA,Battering Ram,01NX044,Overwhelm,Overwhelm,,,EPIC,Epic,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX005.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX005-full.png,Noxus,Noxus,Noxus,Noxus,2,2,2,<link=vocab.Play><style=Vocab>Play</style></link>: Deal 1 to an ally and grant it +2|+0.,Play: Deal 1 to an ally and grant it +2|+0.,,,"""Ah, you too? To the Reveler's B--"" ""How am I to tolerate mine?"" ""Respectfully, my dear, my father would disown me. ...perhaps we should wear matching dresses.""",SIXMOREVODKA,Crimson Aristocrat,01NX005,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX016.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX016-full.png,Noxus,Noxus,Noxus,Noxus,3,2,2,"When I'm summoned, grant me +2|+0 if you have another Noxus ally.","When I'm summoned, grant me +2|+0 if you have another Noxus ally.",,,"""You'll earn the title when your axe is blunt with battle and your boots're sopped with blood."" - Legion Veteran",SIXMOREVODKA,Trifarian Hopeful,01NX016,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX019.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX019-full.png,Noxus,Noxus,Noxus,Noxus,0,3,0,Give an ally +3|+0 and <link=keyword.Overwhelm><sprite name=Overwhelm><style=Keyword>Overwhelm</style></link> this round.,Give an ally +3|+0 and Overwhelm this round.,,,"""When I say subtlety is overrated, that doesn't mean it isn't good. It's just overrated."" - Darius",Kudos Productions,Might,01NX019,Burst,Burst,Burst,Burst,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX015.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX015-full.png,Noxus,Noxus,Noxus,Noxus,2,1,1,,,,,She loves them all. She just loves this one more.,SIXMOREVODKA,Precious Pet,01NX015,Fearsome,Fearsome,,,COMMON,Common,SPIDER,,Unit,true,Set1,,,SPIDER,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX050.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX050-full.png,Noxus,Noxus,Noxus,Noxus,0,2,0,Deal 1 to ALL battling units.,Deal 1 to ALL battling units.,,,"""Dance with me!"" - Katarina",Rafael Zanchetin,Death Lotus,01NX050,Fast,Fast,Fast,Fast,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX056.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX056-full.png,Noxus,Noxus,Noxus,Noxus,0,5,0,"Deal 2 to an enemy, then <link=vocab.Rally><style=Vocab>Rally</style></link>.","Deal 2 to an enemy, then Rally.",,,"By the time you've seen the blade, it's far too late.",Kudos Productions,Shunpo,01NX056,Slow,Slow,Slow,Slow,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX033.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX033-full.png,Noxus,Noxus,Noxus,Noxus,4,5,3,"When I'm summoned, draw 1 for each 5+ Power ally you have.","When I'm summoned, draw 1 for each 5+ Power ally you have.",,,"""It takes a ruthlessly discerning eye to select those worthy enough to become part of the Trifarian Legion, but she can sort the wolves from the sheep a mile away."" - Legion General",SIXMOREVODKA,Trifarian Assessor,01NX033,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX052.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX052-full.png,Noxus,Noxus,Noxus,Noxus,0,2,0,"Deal 1 to an allied follower. If it survives, create a copy of it in hand.","Deal 1 to an allied follower. If it survives, create a copy of it in hand.",,,Nothing is messier than a hemomancer's first lesson.,Kudos Productions,Blood for Blood,01NX052,Fast,Fast,Fast,Fast,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX045.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX045-full.png,Noxus,Noxus,Noxus,Noxus,7,7,4,,,,,"""Next up, CLAWS! Last time was a BLOODY takedown versus the Psycho Five... now the Psycho Three. Allllright! Takin' bets on today's victim! Four to one!"" - Karl, Arena Bookie",SIXMOREVODKA,Savage Reckoner,01NX045,Overwhelm,Overwhelm,,,RARE,Rare,,,Unit,true,Set1,,,,Challenger,Challenger,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX031.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX031-full.png,Noxus,Noxus,Noxus,Noxus,5,2,1,,,,,"Earning a place in the Trifarian Legion is good enough for most, but not all.",SIXMOREVODKA,Trifarian Gloryseeker,01NX031,Challenger,Challenger,,,RARE,Rare,,,Unit,true,Set1,,,,Can't Block,CantBlock,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX002.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX002-full.png,Noxus,Noxus,Noxus,Noxus,0,5,0,Deal 4 to the enemy Nexus.,Deal 4 to the enemy Nexus.,,,"""Sometimes, it takes tactical genius to break a fortress. Sometimes, you just have to hit it harder."" - Darius",Max Grecke,Decimate,01NX002,Slow,Slow,Slow,Slow,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX008.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX008-full.png,Noxus,Noxus,Noxus,Noxus,4,4,3,<link=vocab.Allegiance><style=Vocab>Allegiance</style></link>: Grant me +1|+1 and <link=keyword.Overwhelm><sprite name=Overwhelm><style=Keyword>Overwhelm</style></link>.,Allegiance: Grant me +1|+1 and Overwhelm.,,,"This particular unit does use horses, just not for riding. The beasts find them delicious.",SIXMOREVODKA,Basilisk Rider,01NX008,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX034.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX034-full.png,Noxus,Noxus,Noxus,Noxus,1,1,1,,,,,"""Noxus has no room for... for weakn--Will someone get this DAMNED THING OFF ME?!"" - Darius",SIXMOREVODKA,Affectionate Poro,01NX034,Challenger,Challenger,,,COMMON,Common,PORO,,Unit,true,Set1,,,PORO,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX035.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX035-full.png,Noxus,Noxus,Noxus,Noxus,2,1,1,"When I'm summoned, move <link=card.dravenRef><style=AssociatedCard>Draven</style></link> to the top of your deck if you don't have him in hand or in play.","When I'm summoned, move Draven to the top of your deck if you don't have him in hand or in play.",,,"""You want an autograph? Get... Get in line, pal!""",SIXMOREVODKA,Draven's Biggest Fan,01NX035,,,,,COMMON,Common,,,Unit,true,Set1,01NX020,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX026.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX026-full.png,Noxus,Noxus,Noxus,Noxus,5,3,4,,,,,"""Recklessness is a fault. Tempered by the Legion, it becomes a tool."" - Swain",SIXMOREVODKA,Reckless Trifarian,01NX026,Can't Block,CantBlock,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX027.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX027-full.png,Noxus,Noxus,Noxus,Noxus,0,1,0,Give an ally +3|+0 this round.,Give an ally +3|+0 this round.,,,"""When the open hand is declined, there's always the fist.""
- Noxian axiom",Kudos Productions,Elixir of Wrath,01NX027,Burst,Burst,Burst,Burst,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX022.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX022-full.png,Noxus,Noxus,Noxus,Noxus,0,3,0,Kill a damaged unit to create a <link=keyword.Fleeting><sprite name=Fleeting><style=Keyword>Fleeting</style></link> <link=card.me><style=AssociatedCard>Noxian Guillotine</style></link> in hand.,Kill a damaged unit to create a Fleeting Noxian Guillotine in hand.,,,"To Darius, mercy is a deft blow.",SIXMOREVODKA,Noxian Guillotine,01NX022,Fast,Fast,Fast,Fast,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX032.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX032-full.png,Noxus,Noxus,Noxus,Noxus,5,4,5,"When I'm summoned, deal 1 to all other allies.","When I'm summoned, deal 1 to all other allies.",,,"""Even if I said 'no', you'd drag me along. So... sure.""",SIXMOREVODKA,Crimson Awakener,01NX032,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX024.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX024-full.png,Noxus,Noxus,Noxus,Noxus,5,5,4,<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally +3|+0 and <link=keyword.Overwhelm><sprite name=Overwhelm><style=Keyword>Overwhelm</style></link> this round.,Support: Give my supported ally +3|+0 and Overwhelm this round.,,,"""Shiraza is a great girlfriend--I mean friend--and we are in no way dating. But if we were, I would like her to know that I wish her a happy anniversary. Thank you, no more questions.""",SIXMOREVODKA,Kato The Arm,01NX024,,,,,EPIC,Epic,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX049.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01NX049-full.png,Noxus,Noxus,Noxus,Noxus,0,1,0,<link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> an enemy.,Stun an enemy.,,,"""Allow your enemies enough rope to hang themselves and you'll save yourself the effort."" - LeBlanc",Kudos Productions,Guile,01NX049,Slow,Slow,Slow,Slow,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE031.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE031-full.png,Demacia,Demacia,Demacia,Demacia,1,3,4,<link=vocab.RoundEnd><style=Vocab>Round End</style></link>: Grant other allies +1|+1 if an ally died this round.,Round End: Grant other allies +1|+1 if an ally died this round.,,,"""Evil has taken the hour, but it will not win the day. Remember our fallen, and wear their memories like armor!""",SIXMOREVODKA,Dawnspeakers,01DE031,,,,,EPIC,Epic,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE022.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE022-full.png,Demacia,Demacia,Demacia,Demacia,3,2,2,,,I've seen 4+ allies or an allied Senna die<style=Variable></style>.,I've seen 4+ allies or an allied Senna die.,"""I'll be alright, Senna, long as I've got you.""",SIXMOREVODKA,Lucian,01DE022,Quick Attack,QuickStrike,,,Champion,Champion,,Champion,Unit,true,Set1,01DE038,01DE022T1,,,,01DE022T2,05SI009,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE019.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE019-full.png,Demacia,Demacia,Demacia,Demacia,0,3,0,Reduce the cost of all allies in hand by 1.,Reduce the cost of all allies in hand by 1.,,,"""From the fields to the front in a fortnight. This is what we expect from each and every able body in Demacia."" - Garen",Kudos Productions,Mobilize,01DE019,Burst,Burst,Burst,Burst,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042-full.png,Demacia,Demacia,Demacia,Demacia,4,6,5,,,"I've seen you cast 6+ mana of spells<style=Variable></style>. When I level up, create a <link=card.warcry><style=AssociatedCard>Final Spark</style></link> in hand.","I've seen you cast 6+ mana of spells. When I level up, create a Final Spark in hand.","""I've always known there's something different about me... a light from within. I'm not sure what it is, but I have to find out!"" ",SIXMOREVODKA,Lux,01DE042,Barrier,Barrier,,,Champion,Champion,,Champion,Unit,true,Set1,01DE042T2,01DE042T1,,,,01DE042T3,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T1-full.png,Demacia,Demacia,Demacia,Demacia,0,3,0,"Give an ally <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.
Create a <link=card.level1><style=AssociatedCard>Lux</style></link> in your deck.","Give an ally Barrier this round.
Create a Lux in your deck.",,,"""The world can turn its back on you when you're different. People say your differences make you weak--but they make us strong, compassionate. Even in the darkest times, I'll protect you!"" - Lux",Kudos Productions,Lux's Prismatic Barrier,01DE042T1,Burst,Burst,Burst,Burst,None,None,,Champion,Spell,false,Set1,01DE042,01DE042T2,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T2-full.png,Demacia,Demacia,Demacia,Demacia,5,6,6,"When you cast 6+ mana of spells, create a <link=card.warcry><style=AssociatedCard>Final Spark</style></link> in hand. <style=Variable></style>","When you cast 6+ mana of spells, create a Final Spark in hand. ",,,"""No more holding back!""",SIXMOREVODKA,Lux,01DE042T2,Barrier,Barrier,,,None,None,,Champion,Unit,false,Set1,01DE042,01DE042T1,,,,01DE042T3,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T3.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE042T3-full.png,Demacia,Demacia,Demacia,Demacia,0,0,0,Deal 4 to an enemy. ,Deal 4 to an enemy. ,,,"""I've hidden my light for my whole life. What would happen if they knew... if *I* knew what I could really do?"" - Lux",Kudos Productions,Final Spark,01DE042T3,Overwhelm,SpellOverwhelm,Slow,Slow,None,None,,,Spell,false,Set1,,,,Fleeting,Fleeting,,,,Slow,Slow,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE010.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE010-full.png,Demacia,Demacia,Demacia,Demacia,5,5,4,<link=keyword.Last Breath><sprite name=LastBreath><style=Keyword>Last Breath</style></link>: Create a random Elite in hand.,Last Breath: Create a random Elite in hand.,,,"""It takes a bold heart to trust their life to a silverwing, locked in combat far above solid ground. Bold, and highly durable."" - Garen",SIXMOREVODKA,Swiftwing Lancer,01DE010,Last Breath,LastBreath,,,RARE,Rare,,,Unit,true,Set1,,,,Challenger,Challenger,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE020.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE020-full.png,Demacia,Demacia,Demacia,Demacia,2,2,2,,,,,"""We didn't know who or what those creatures were. But we knew the faces of our fellow soldiers by our sides, and that was all we needed.""",SIXMOREVODKA,Vanguard Defender,01DE020,Tough,Tough,,,COMMON,Common,ELITE,,Unit,true,Set1,,,ELITE,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE034.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE034-full.png,Demacia,Demacia,Demacia,Demacia,2,2,2,"When you summon an Elite, grant it +1|+1.","When you summon an Elite, grant it +1|+1.",,,Wars are won in the forge.,SIXMOREVODKA,Battlesmith,01DE034,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE002.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE002-full.png,Demacia,Demacia,Demacia,Demacia,8,8,8,"When I'm summoned, <link=vocab.Rally><style=Vocab>Rally</style></link>.","When I'm summoned, Rally.",,,“Our House has bled for this realm. You’ll not throw away this family’s honor for a few tricks of light.”,SIXMOREVODKA,Tianna Crownguard,01DE002,Tough,Tough,,,EPIC,Epic,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE012.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE012-full.png,Demacia,Demacia,Demacia,Demacia,5,5,5,,,I've <link=vocab.Strike><style=Vocab>struck</style></link> twice<style=Variable></style>.,I've struck twice.,"Training and resilience are the way of a soldier. Even in the face of great peril, we will not falter.",SIXMOREVODKA,Garen,01DE012,Regeneration,Regeneration,,,Champion,Champion,ELITE,Champion,Unit,true,Set1,01DE012T1,01DE012T2,ELITE,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE012T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01DE012T1-full.png,Demacia,Demacia,Demacia,Demacia,6,5,6,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: <link=vocab.Rally><style=Vocab>Rally</style></link>.,Round Start: Rally.,,,"""You think me rigid. Single-minded. Predictable. I am rigid, for nothing can sway me. I am single-minded, for I believe in Demacia. And I am predictable, for I will surely defeat you.”",SIXMOREVODKA,Garen,01DE012T1,Regeneration,Regeneration,,,None,None,ELITE,Champion,Unit,false,Set1,01DE012,01DE012T2,ELITE,,,,,,,,,,,,,,,
